1727644736.613875 server started (428626): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1727644736.614839 args_parse: -N = Select next layout
1727644736.614841 args_parse: flags end at 3 of 5
1727644736.614843 args_parse: 3 = Space (type 1)
1727644736.614845 args_parse: 4 = next-layout (type 2)
1727644736.614849 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1727644736.614852 cmdq_get_command: [bind-key/0x55724e062c90] group 30
1727644736.614854 cmdq_append <global>: [bind-key/0x55724e062c90]
1727644736.614857 yylex_token: bind
1727644736.614859 yylex_token: -N
1727644736.614862 yylex_token: Break pane to a new window
1727644736.614863 yylex_token: !
1727644736.614866 yylex_token: break-pane
1727644736.614868 cmd_parse_build_commands 0:0: bind
1727644736.614870 cmd_parse_build_commands 0:1: -N
1727644736.614872 cmd_parse_build_commands 0:2: Break pane to a new window
1727644736.614874 cmd_parse_build_commands 0:3: !
1727644736.614879 cmd_parse_build_commands 0:4 0:0: break-pane
1727644736.614881 cmd_parse_build_commands 0:0: break-pane
1727644736.614884 args_parse: flags end at 1 of 1
1727644736.614886 cmd_parse_build_commands: break-pane
1727644736.614888 args_parse: -N = Break pane to a new window
1727644736.614890 args_parse: flags end at 3 of 5
1727644736.614892 args_parse: 3 = ! (type 1)
1727644736.614894 args_parse: 4 = break-pane (type 2)
1727644736.614898 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1727644736.614901 cmdq_get_command: [bind-key/0x55724e0642c0] group 38
1727644736.614903 cmdq_append <global>: [bind-key/0x55724e0642c0]
1727644736.614906 yylex_token: bind
1727644736.614908 yylex_token: -N
1727644736.614911 yylex_token: Split window vertically
1727644736.614913 yylex_token: "
1727644736.614915 yylex_token: split-window
1727644736.614917 cmd_parse_build_commands 0:0: bind
1727644736.614919 cmd_parse_build_commands 0:1: -N
1727644736.614921 cmd_parse_build_commands 0:2: Split window vertically
1727644736.614923 cmd_parse_build_commands 0:3: "
1727644736.614925 cmd_parse_build_commands 0:4 0:0: split-window
1727644736.614928 cmd_parse_build_commands 0:0: split-window
1727644736.614932 args_parse: flags end at 1 of 1
1727644736.614934 cmd_parse_build_commands: split-window
1727644736.614936 args_parse: -N = Split window vertically
1727644736.614939 args_parse: flags end at 3 of 5
1727644736.614940 args_parse: 3 = " (type 1)
1727644736.614943 args_parse: 4 = split-window (type 2)
1727644736.614947 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1727644736.614950 cmdq_get_command: [bind-key/0x55724e064780] group 46
1727644736.614952 cmdq_append <global>: [bind-key/0x55724e064780]
1727644736.614955 yylex_token: bind
1727644736.614957 yylex_token: -N
1727644736.614959 yylex_token: List all paste buffers
1727644736.614961 yylex_token: #
1727644736.614963 yylex_token: list-buffers
1727644736.614966 cmd_parse_build_commands 0:0: bind
1727644736.614968 cmd_parse_build_commands 0:1: -N
1727644736.614970 cmd_parse_build_commands 0:2: List all paste buffers
1727644736.614972 cmd_parse_build_commands 0:3: #
1727644736.614973 cmd_parse_build_commands 0:4 0:0: list-buffers
1727644736.614975 cmd_parse_build_commands 0:0: list-buffers
1727644736.614978 args_parse: flags end at 1 of 1
1727644736.614980 cmd_parse_build_commands: list-buffers
1727644736.614981 args_parse: -N = List all paste buffers
